orderId,customerId,email,phone,amount,currency,channel,status,orderDate
O00284-1,C00284,first284.last284@demo-brand01.com,+1-555-010284,130.55,USD,web,pending,2025-11-25T10:08:15.830Z
O00285-1,C00285,first285.last285@demo-brand01.com,+1-555-010285,87.01,USD,web,refunded,2025-10-29T10:08:15.830Z
O00286-1,C00286,first286.last286@demo-brand01.com,+1-555-010286,107.64,USD,store,pending,2025-11-14T10:08:15.830Z
O00287-1,C00287,first287.last287@demo-brand01.com,+1-555-010287,37.88,USD,web,completed,2025-11-11T10:08:15.830Z
O00287-2,C00287,first287.last287@demo-brand01.com,+1-555-010287,131.99,USD,web,pending,2025-11-08T10:08:15.830Z
O00288-1,C00288,first288.last288@demo-brand01.com,+1-555-010288,200.43,USD,store,pending,2025-10-23T10:08:15.830Z
O00288-2,C00288,first288.last288@demo-brand01.com,+1-555-010288,159.46,USD,store,pending,2025-12-04T10:08:15.830Z
O00289-1,C00289,first289.last289@demo-brand01.com,+1-555-010289,46.51,USD,app,refunded,2025-11-18T10:08:15.830Z
O00290-1,C00290,first290.last290@demo-brand01.com,+1-555-010290,39.04,USD,app,completed,2025-11-07T10:08:15.830Z
O00291-1,C00291,first291.last291@demo-brand01.com,+1-555-010291,127.68,USD,store,completed,2025-11-03T10:08:15.830Z
O00291-2,C00291,first291.last291@demo-brand01.com,+1-555-010291,77.25,USD,web,completed,2025-10-21T10:08:15.830Z
O00292-1,C00292,first292.last292@demo-brand01.com,+1-555-010292,63.94,USD,store,completed,2025-10-21T10:08:15.830Z
O00293-1,C00293,first293.last293@demo-brand01.com,+1-555-010293,40.08,USD,store,pending,2025-10-16T10:08:15.830Z
O00294-1,C00294,first294.last294@demo-brand01.com,+1-555-010294,104.64,USD,web,completed,2025-11-01T10:08:15.830Z
O00295-1,C00295,first295.last295@demo-brand01.com,+1-555-010295,154.38,USD,app,completed,2025-11-08T10:08:15.830Z
O00296-1,C00296,first296.last296@demo-brand01.com,+1-555-010296,144.76,USD,store,refunded,2025-11-28T10:08:15.830Z
O00297-1,C00297,first297.last297@demo-brand01.com,+1-555-010297,105.10,USD,web,pending,2025-12-07T10:08:15.830Z
O00298-1,C00298,first298.last298@demo-brand01.com,+1-555-010298,198.60,USD,web,pending,2025-11-15T10:08:15.830Z
O00298-2,C00298,first298.last298@demo-brand01.com,+1-555-010298,127.27,USD,store,completed,2025-11-08T10:08:15.830Z
O00299-1,C00299,first299.last299@demo-brand01.com,+1-555-010299,173.29,USD,store,completed,2025-10-25T10:08:15.830Z
O00299-2,C00299,first299.last299@demo-brand01.com,+1-555-010299,114.31,USD,web,refunded,2025-10-14T10:08:15.830Z
O00300-1,C00300,first300.last300@demo-brand01.com,+1-555-010300,76.40,USD,web,refunded,2025-11-30T10:08:15.830Z
O00301-1,C00301,first301.last301@demo-brand01.com,+1-555-010301,40.65,USD,app,refunded,2025-11-09T10:08:15.830Z
O00302-1,C00302,first302.last302@demo-brand01.com,+1-555-010302,171.35,USD,web,pending,2025-12-04T10:08:15.830Z
O00303-1,C00303,first303.last303@demo-brand01.com,+1-555-010303,73.95,USD,app,refunded,2025-11-29T10:08:15.830Z
O00303-2,C00303,first303.last303@demo-brand01.com,+1-555-010303,105.53,USD,web,refunded,2025-10-18T10:08:15.830Z
O00304-1,C00304,first304.last304@demo-brand01.com,+1-555-010304,98.79,USD,store,refunded,2025-10-25T10:08:15.830Z
O00304-2,C00304,first304.last304@demo-brand01.com,+1-555-010304,182.28,USD,store,completed,2025-10-12T10:08:15.830Z
O00305-1,C00305,first305.last305@demo-brand01.com,+1-555-010305,141.05,USD,store,completed,2025-11-19T10:08:15.830Z
O00306-1,C00306,first306.last306@demo-brand01.com,+1-555-010306,50.37,USD,web,refunded,2025-10-23T10:08:15.830Z
O00306-2,C00306,first306.last306@demo-brand01.com,+1-555-010306,75.43,USD,app,completed,2025-10-23T10:08:15.830Z
O00307-1,C00307,first307.last307@demo-brand01.com,+1-555-010307,36.01,USD,web,refunded,2025-10-25T10:08:15.830Z
O00308-1,C00308,first308.last308@demo-brand01.com,+1-555-010308,129.30,USD,web,refunded,2025-11-14T10:08:15.830Z
O00309-1,C00309,first309.last309@demo-brand01.com,+1-555-010309,76.25,USD,web,pending,2025-10-10T10:08:15.830Z
O00310-1,C00310,first310.last310@demo-brand01.com,+1-555-010310,49.35,USD,web,pending,2025-10-27T10:08:15.830Z
O00311-1,C00311,first311.last311@demo-brand01.com,+1-555-010311,60.62,USD,web,completed,2025-11-26T10:08:15.830Z
O00312-1,C00312,first312.last312@demo-brand01.com,+1-555-010312,47.39,USD,app,completed,2025-12-05T10:08:15.830Z
O00312-2,C00312,first312.last312@demo-brand01.com,+1-555-010312,125.91,USD,app,pending,2025-10-30T10:08:15.830Z
O00313-1,C00313,first313.last313@demo-brand01.com,+1-555-010313,52.77,USD,web,completed,2025-10-19T10:08:15.830Z
O00313-2,C00313,first313.last313@demo-brand01.com,+1-555-010313,137.80,USD,store,pending,2025-10-24T10:08:15.830Z
O00314-1,C00314,first314.last314@demo-brand01.com,+1-555-010314,34.16,USD,web,completed,2025-11-21T10:08:15.830Z
O00314-2,C00314,first314.last314@demo-brand01.com,+1-555-010314,198.92,USD,store,refunded,2025-10-23T10:08:15.830Z
O00315-1,C00315,first315.last315@demo-brand01.com,+1-555-010315,53.86,USD,app,refunded,2025-10-31T10:08:15.830Z
O00316-1,C00316,first316.last316@demo-brand01.com,+1-555-010316,82.23,USD,app,completed,2025-12-05T10:08:15.830Z
O00317-1,C00317,first317.last317@demo-brand01.com,+1-555-010317,90.09,USD,store,completed,2025-11-03T10:08:15.830Z
O00317-2,C00317,first317.last317@demo-brand01.com,+1-555-010317,40.33,USD,web,pending,2025-10-21T10:08:15.830Z
O00318-1,C00318,first318.last318@demo-brand01.com,+1-555-010318,99.63,USD,app,refunded,2025-10-10T10:08:15.830Z
O00318-2,C00318,first318.last318@demo-brand01.com,+1-555-010318,159.69,USD,app,refunded,2025-11-05T10:08:15.830Z
O00319-1,C00319,first319.last319@demo-brand01.com,+1-555-010319,179.02,USD,store,pending,2025-12-05T10:08:15.830Z
O00319-2,C00319,first319.last319@demo-brand01.com,+1-555-010319,163.63,USD,app,completed,2025-11-14T10:08:15.830Z
O00320-1,C00320,first320.last320@demo-brand01.com,+1-555-010320,123.72,USD,app,completed,2025-12-06T10:08:15.830Z
O00321-1,C00321,first321.last321@demo-brand01.com,+1-555-010321,118.85,USD,web,refunded,2025-10-16T10:08:15.830Z
O00321-2,C00321,first321.last321@demo-brand01.com,+1-555-010321,122.12,USD,store,completed,2025-12-06T10:08:15.830Z
O00322-1,C00322,first322.last322@demo-brand01.com,+1-555-010322,177.82,USD,app,pending,2025-10-20T10:08:15.830Z
O00323-1,C00323,first323.last323@demo-brand01.com,+1-555-010323,121.75,USD,web,completed,2025-11-07T10:08:15.830Z
O00324-1,C00324,first324.last324@demo-brand01.com,+1-555-010324,122.95,USD,web,refunded,2025-10-23T10:08:15.830Z
O00324-2,C00324,first324.last324@demo-brand01.com,+1-555-010324,95.80,USD,store,completed,2025-10-25T10:08:15.830Z
O00325-1,C00325,first325.last325@demo-brand01.com,+1-555-010325,189.41,USD,web,completed,2025-11-18T10:08:15.830Z
O00326-1,C00326,first326.last326@demo-brand01.com,+1-555-010326,49.17,USD,store,completed,2025-11-04T10:08:15.830Z
O00326-2,C00326,first326.last326@demo-brand01.com,+1-555-010326,52.11,USD,store,pending,2025-11-08T10:08:15.830Z
O00327-1,C00327,first327.last327@demo-brand01.com,+1-555-010327,63.75,USD,store,pending,2025-11-16T10:08:15.830Z
O00327-2,C00327,first327.last327@demo-brand01.com,+1-555-010327,75.55,USD,web,completed,2025-11-18T10:08:15.830Z
O00328-1,C00328,first328.last328@demo-brand01.com,+1-555-010328,125.65,USD,web,completed,2025-11-27T10:08:15.830Z
O00328-2,C00328,first328.last328@demo-brand01.com,+1-555-010328,34.65,USD,app,refunded,2025-10-27T10:08:15.830Z
O00329-1,C00329,first329.last329@demo-brand01.com,+1-555-010329,59.09,USD,store,pending,2025-11-26T10:08:15.830Z
O00330-1,C00330,first330.last330@demo-brand01.com,+1-555-010330,180.65,USD,web,completed,2025-12-03T10:08:15.830Z
O00331-1,C00331,first331.last331@demo-brand01.com,+1-555-010331,92.45,USD,app,pending,2025-10-22T10:08:15.830Z
O00331-2,C00331,first331.last331@demo-brand01.com,+1-555-010331,126.43,USD,web,completed,2025-12-06T10:08:15.830Z
O00332-1,C00332,first332.last332@demo-brand01.com,+1-555-010332,134.67,USD,app,pending,2025-10-31T10:08:15.830Z
O00333-1,C00333,first333.last333@demo-brand01.com,+1-555-010333,51.34,USD,app,refunded,2025-10-22T10:08:15.830Z
O00333-2,C00333,first333.last333@demo-brand01.com,+1-555-010333,85.60,USD,store,completed,2025-10-18T10:08:15.830Z
O00334-1,C00334,first334.last334@demo-brand01.com,+1-555-010334,86.06,USD,web,refunded,2025-10-28T10:08:15.830Z
O00334-2,C00334,first334.last334@demo-brand01.com,+1-555-010334,168.07,USD,store,completed,2025-10-24T10:08:15.830Z
O00335-1,C00335,first335.last335@demo-brand01.com,+1-555-010335,187.12,USD,web,completed,2025-11-10T10:08:15.830Z
O00335-2,C00335,first335.last335@demo-brand01.com,+1-555-010335,71.64,USD,store,pending,2025-11-06T10:08:15.830Z
O00336-1,C00336,first336.last336@demo-brand01.com,+1-555-010336,56.48,USD,app,refunded,2025-10-16T10:08:15.830Z
O00336-2,C00336,first336.last336@demo-brand01.com,+1-555-010336,63.67,USD,app,refunded,2025-11-11T10:08:15.830Z
O00337-1,C00337,first337.last337@demo-brand01.com,+1-555-010337,95.53,USD,app,completed,2025-10-26T10:08:15.830Z
O00338-1,C00338,first338.last338@demo-brand01.com,+1-555-010338,86.86,USD,web,pending,2025-10-16T10:08:15.830Z
O00339-1,C00339,first339.last339@demo-brand01.com,+1-555-010339,139.80,USD,store,completed,2025-12-03T10:08:15.830Z
O00340-1,C00340,first340.last340@demo-brand01.com,+1-555-010340,147.30,USD,store,pending,2025-12-06T10:08:15.830Z
O00341-1,C00341,first341.last341@demo-brand01.com,+1-555-010341,57.96,USD,app,pending,2025-10-09T10:08:15.830Z
O00342-1,C00342,first342.last342@demo-brand01.com,+1-555-010342,68.75,USD,web,completed,2025-11-16T10:08:15.830Z
O00342-2,C00342,first342.last342@demo-brand01.com,+1-555-010342,105.14,USD,web,completed,2025-11-30T10:08:15.830Z
O00343-1,C00343,first343.last343@demo-brand01.com,+1-555-010343,115.78,USD,app,refunded,2025-10-20T10:08:15.830Z
O00343-2,C00343,first343.last343@demo-brand01.com,+1-555-010343,174.74,USD,web,completed,2025-10-10T10:08:15.830Z
O00344-1,C00344,first344.last344@demo-brand01.com,+1-555-010344,181.05,USD,store,completed,2025-11-09T10:08:15.830Z
O00345-1,C00345,first345.last345@demo-brand01.com,+1-555-010345,152.30,USD,app,refunded,2025-10-29T10:08:15.830Z
O00345-2,C00345,first345.last345@demo-brand01.com,+1-555-010345,86.24,USD,web,refunded,2025-10-28T10:08:15.830Z
O00346-1,C00346,first346.last346@demo-brand01.com,+1-555-010346,142.66,USD,web,pending,2025-12-01T10:08:15.830Z
O00346-2,C00346,first346.last346@demo-brand01.com,+1-555-010346,88.25,USD,web,pending,2025-10-16T10:08:15.830Z
O00347-1,C00347,first347.last347@demo-brand01.com,+1-555-010347,143.80,USD,web,completed,2025-12-02T10:08:15.830Z
O00348-1,C00348,first348.last348@demo-brand01.com,+1-555-010348,80.45,USD,store,completed,2025-10-25T10:08:15.830Z
O00348-2,C00348,first348.last348@demo-brand01.com,+1-555-010348,111.46,USD,web,completed,2025-10-24T10:08:15.830Z
O00349-1,C00349,first349.last349@demo-brand01.com,+1-555-010349,130.03,USD,store,completed,2025-10-29T10:08:15.830Z
O00350-1,C00350,first350.last350@demo-brand01.com,+1-555-010350,52.27,USD,app,pending,2025-10-24T10:08:15.830Z
O00351-1,C00351,first351.last351@demo-brand01.com,+1-555-010351,85.97,USD,web,refunded,2025-12-07T10:08:15.830Z
O00352-1,C00352,first352.last352@demo-brand01.com,+1-555-010352,32.33,USD,web,completed,2025-11-24T10:08:15.830Z
O00353-1,C00353,first353.last353@demo-brand01.com,+1-555-010353,126.33,USD,web,refunded,2025-11-20T10:08:15.830Z
O00354-1,C00354,first354.last354@demo-brand01.com,+1-555-010354,51.88,USD,store,refunded,2025-11-20T10:08:15.830Z
O00354-2,C00354,first354.last354@demo-brand01.com,+1-555-010354,49.91,USD,store,refunded,2025-10-17T10:08:15.830Z
O00355-1,C00355,first355.last355@demo-brand01.com,+1-555-010355,103.69,USD,web,refunded,2025-11-29T10:08:15.830Z
O00356-1,C00356,first356.last356@demo-brand01.com,+1-555-010356,141.20,USD,web,refunded,2025-12-07T10:08:15.830Z
O00357-1,C00357,first357.last357@demo-brand01.com,+1-555-010357,157.67,USD,web,refunded,2025-10-27T10:08:15.830Z
O00357-2,C00357,first357.last357@demo-brand01.com,+1-555-010357,158.16,USD,app,refunded,2025-11-09T10:08:15.830Z
O00358-1,C00358,first358.last358@demo-brand01.com,+1-555-010358,76.85,USD,app,pending,2025-11-16T10:08:15.830Z
O00358-2,C00358,first358.last358@demo-brand01.com,+1-555-010358,70.39,USD,store,completed,2025-11-21T10:08:15.830Z
O00359-1,C00359,first359.last359@demo-brand01.com,+1-555-010359,49.41,USD,store,pending,2025-12-02T10:08:15.830Z
O00360-1,C00360,first360.last360@demo-brand01.com,+1-555-010360,57.27,USD,web,completed,2025-12-06T10:08:15.830Z
O00360-2,C00360,first360.last360@demo-brand01.com,+1-555-010360,105.62,USD,web,completed,2025-11-18T10:08:15.830Z
O00361-1,C00361,first361.last361@demo-brand01.com,+1-555-010361,193.41,USD,web,pending,2025-10-17T10:08:15.830Z
O00362-1,C00362,first362.last362@demo-brand01.com,+1-555-010362,143.17,USD,store,pending,2025-11-23T10:08:15.830Z
O00363-1,C00363,first363.last363@demo-brand01.com,+1-555-010363,40.47,USD,web,pending,2025-10-19T10:08:15.830Z
O00363-2,C00363,first363.last363@demo-brand01.com,+1-555-010363,138.13,USD,web,pending,2025-10-31T10:08:15.830Z
O00364-1,C00364,first364.last364@demo-brand01.com,+1-555-010364,194.17,USD,app,pending,2025-10-25T10:08:15.830Z
O00365-1,C00365,first365.last365@demo-brand01.com,+1-555-010365,55.99,USD,web,completed,2025-11-05T10:08:15.830Z
O00366-1,C00366,first366.last366@demo-brand01.com,+1-555-010366,63.07,USD,store,pending,2025-11-24T10:08:15.830Z
O00366-2,C00366,first366.last366@demo-brand01.com,+1-555-010366,77.81,USD,app,completed,2025-11-23T10:08:15.830Z
O00367-1,C00367,first367.last367@demo-brand01.com,+1-555-010367,30.44,USD,app,refunded,2025-10-09T10:08:15.830Z
O00367-2,C00367,first367.last367@demo-brand01.com,+1-555-010367,123.87,USD,app,pending,2025-10-25T10:08:15.830Z
O00368-1,C00368,first368.last368@demo-brand01.com,+1-555-010368,146.13,USD,web,refunded,2025-11-08T10:08:15.830Z
O00369-1,C00369,first369.last369@demo-brand01.com,+1-555-010369,181.08,USD,store,pending,2025-12-06T10:08:15.830Z
O00370-1,C00370,first370.last370@demo-brand01.com,+1-555-010370,200.10,USD,web,refunded,2025-11-29T10:08:15.830Z
O00371-1,C00371,first371.last371@demo-brand01.com,+1-555-010371,43.45,USD,app,refunded,2025-10-20T10:08:15.830Z
O00371-2,C00371,first371.last371@demo-brand01.com,+1-555-010371,154.57,USD,app,refunded,2025-12-03T10:08:15.830Z
O00372-1,C00372,first372.last372@demo-brand01.com,+1-555-010372,166.23,USD,app,refunded,2025-10-22T10:08:15.830Z
O00373-1,C00373,first373.last373@demo-brand01.com,+1-555-010373,141.59,USD,store,refunded,2025-10-15T10:08:15.830Z
O00374-1,C00374,first374.last374@demo-brand01.com,+1-555-010374,137.17,USD,web,refunded,2025-10-28T10:08:15.830Z
O00375-1,C00375,first375.last375@demo-brand01.com,+1-555-010375,194.97,USD,web,refunded,2025-11-14T10:08:15.830Z
O00376-1,C00376,first376.last376@demo-brand01.com,+1-555-010376,82.27,USD,store,completed,2025-11-04T10:08:15.830Z
O00377-1,C00377,first377.last377@demo-brand01.com,+1-555-010377,35.85,USD,app,refunded,2025-10-14T10:08:15.830Z
O00378-1,C00378,first378.last378@demo-brand01.com,+1-555-010378,54.60,USD,web,pending,2025-11-24T10:08:15.830Z
O00379-1,C00379,first379.last379@demo-brand01.com,+1-555-010379,105.14,USD,app,completed,2025-11-18T10:08:15.830Z
O00379-2,C00379,first379.last379@demo-brand01.com,+1-555-010379,133.83,USD,store,refunded,2025-10-22T10:08:15.830Z
O00380-1,C00380,first380.last380@demo-brand01.com,+1-555-010380,144.31,USD,store,refunded,2025-10-14T10:08:15.830Z
O00381-1,C00381,first381.last381@demo-brand01.com,+1-555-010381,165.47,USD,store,pending,2025-11-21T10:08:15.830Z
O00381-2,C00381,first381.last381@demo-brand01.com,+1-555-010381,67.24,USD,store,completed,2025-11-30T10:08:15.830Z
O00382-1,C00382,first382.last382@demo-brand01.com,+1-555-010382,112.12,USD,store,refunded,2025-10-31T10:08:15.830Z
O00382-2,C00382,first382.last382@demo-brand01.com,+1-555-010382,113.01,USD,store,refunded,2025-10-24T10:08:15.830Z
O00383-1,C00383,first383.last383@demo-brand01.com,+1-555-010383,96.75,USD,app,refunded,2025-10-29T10:08:15.830Z
O00383-2,C00383,first383.last383@demo-brand01.com,+1-555-010383,171.97,USD,web,pending,2025-10-28T10:08:15.830Z
O00384-1,C00384,first384.last384@demo-brand01.com,+1-555-010384,83.28,USD,app,completed,2025-11-09T10:08:15.830Z
O00385-1,C00385,first385.last385@demo-brand01.com,+1-555-010385,176.31,USD,app,completed,2025-11-24T10:08:15.830Z
O00385-2,C00385,first385.last385@demo-brand01.com,+1-555-010385,152.12,USD,store,refunded,2025-11-26T10:08:15.830Z
O00386-1,C00386,first386.last386@demo-brand01.com,+1-555-010386,53.14,USD,app,completed,2025-10-17T10:08:15.830Z
O00387-1,C00387,first387.last387@demo-brand01.com,+1-555-010387,79.99,USD,store,completed,2025-11-09T10:08:15.830Z
O00388-1,C00388,first388.last388@demo-brand01.com,+1-555-010388,198.58,USD,app,completed,2025-10-23T10:08:15.830Z
O00389-1,C00389,first389.last389@demo-brand01.com,+1-555-010389,27.74,USD,app,completed,2025-12-04T10:08:15.830Z
O00390-1,C00390,first390.last390@demo-brand01.com,+1-555-010390,36.48,USD,web,refunded,2025-12-07T10:08:15.830Z
O00390-2,C00390,first390.last390@demo-brand01.com,+1-555-010390,137.62,USD,store,pending,2025-11-15T10:08:15.830Z
O00391-1,C00391,first391.last391@demo-brand01.com,+1-555-010391,49.44,USD,store,refunded,2025-11-12T10:08:15.830Z
O00392-1,C00392,first392.last392@demo-brand01.com,+1-555-010392,67.54,USD,store,pending,2025-10-15T10:08:15.830Z
O00392-2,C00392,first392.last392@demo-brand01.com,+1-555-010392,183.63,USD,web,completed,2025-11-30T10:08:15.830Z
O00393-1,C00393,first393.last393@demo-brand01.com,+1-555-010393,183.39,USD,store,pending,2025-11-19T10:08:15.830Z
O00393-2,C00393,first393.last393@demo-brand01.com,+1-555-010393,122.87,USD,app,completed,2025-10-20T10:08:15.830Z
O00394-1,C00394,first394.last394@demo-brand01.com,+1-555-010394,81.98,USD,web,pending,2025-10-27T10:08:15.830Z
O00394-2,C00394,first394.last394@demo-brand01.com,+1-555-010394,173.54,USD,store,refunded,2025-11-10T10:08:15.830Z
O00395-1,C00395,first395.last395@demo-brand01.com,+1-555-010395,68.41,USD,app,refunded,2025-11-05T10:08:15.830Z
O00395-2,C00395,first395.last395@demo-brand01.com,+1-555-010395,78.55,USD,web,refunded,2025-10-15T10:08:15.830Z
O00396-1,C00396,first396.last396@demo-brand01.com,+1-555-010396,53.22,USD,web,refunded,2025-10-19T10:08:15.830Z
O00397-1,C00397,first397.last397@demo-brand01.com,+1-555-010397,37.72,USD,store,completed,2025-11-04T10:08:15.830Z
O00397-2,C00397,first397.last397@demo-brand01.com,+1-555-010397,112.06,USD,web,pending,2025-11-18T10:08:15.830Z
O00398-1,C00398,first398.last398@demo-brand01.com,+1-555-010398,155.57,USD,web,refunded,2025-11-02T10:08:15.830Z
O00399-1,C00399,first399.last399@demo-brand01.com,+1-555-010399,199.14,USD,store,pending,2025-11-18T10:08:15.830Z
O00399-2,C00399,first399.last399@demo-brand01.com,+1-555-010399,114.01,USD,store,completed,2025-10-18T10:08:15.830Z
O00400-1,C00400,first400.last400@demo-brand01.com,+1-555-010400,182.48,USD,app,pending,2025-10-21T10:08:15.830Z
O00401-1,C00401,first401.last401@demo-brand01.com,+1-555-010401,187.34,USD,web,pending,2025-11-06T10:08:15.830Z
O00401-2,C00401,first401.last401@demo-brand01.com,+1-555-010401,85.31,USD,app,refunded,2025-11-16T10:08:15.830Z
O00402-1,C00402,first402.last402@demo-brand01.com,+1-555-010402,94.16,USD,store,completed,2025-10-30T10:08:15.830Z
O00403-1,C00403,first403.last403@demo-brand01.com,+1-555-010403,98.76,USD,app,pending,2025-11-18T10:08:15.830Z
O00404-1,C00404,first404.last404@demo-brand01.com,+1-555-010404,142.45,USD,web,pending,2025-11-16T10:08:15.830Z
O00405-1,C00405,first405.last405@demo-brand01.com,+1-555-010405,169.56,USD,web,pending,2025-10-28T10:08:15.830Z
O00406-1,C00406,first406.last406@demo-brand01.com,+1-555-010406,105.63,USD,store,pending,2025-10-22T10:08:15.830Z
O00406-2,C00406,first406.last406@demo-brand01.com,+1-555-010406,23.22,USD,store,pending,2025-11-03T10:08:15.830Z
O00407-1,C00407,first407.last407@demo-brand01.com,+1-555-010407,111.51,USD,app,refunded,2025-11-13T10:08:15.830Z
O00407-2,C00407,first407.last407@demo-brand01.com,+1-555-010407,105.41,USD,app,completed,2025-10-14T10:08:15.830Z
O00408-1,C00408,first408.last408@demo-brand01.com,+1-555-010408,170.41,USD,app,completed,2025-11-29T10:08:15.830Z
O00409-1,C00409,first409.last409@demo-brand01.com,+1-555-010409,38.81,USD,web,refunded,2025-11-05T10:08:15.830Z
O00409-2,C00409,first409.last409@demo-brand01.com,+1-555-010409,102.87,USD,app,completed,2025-11-07T10:08:15.830Z
O00410-1,C00410,first410.last410@demo-brand01.com,+1-555-010410,64.96,USD,app,pending,2025-10-12T10:08:15.830Z
O00411-1,C00411,first411.last411@demo-brand01.com,+1-555-010411,24.02,USD,store,refunded,2025-12-05T10:08:15.830Z
O00411-2,C00411,first411.last411@demo-brand01.com,+1-555-010411,40.72,USD,web,pending,2025-12-01T10:08:15.830Z
O00412-1,C00412,first412.last412@demo-brand01.com,+1-555-010412,55.25,USD,store,completed,2025-10-19T10:08:15.830Z
O00413-1,C00413,first413.last413@demo-brand01.com,+1-555-010413,189.72,USD,store,refunded,2025-11-17T10:08:15.830Z
O00414-1,C00414,first414.last414@demo-brand01.com,+1-555-010414,109.73,USD,app,pending,2025-11-06T10:08:15.830Z
O00414-2,C00414,first414.last414@demo-brand01.com,+1-555-010414,176.33,USD,web,refunded,2025-11-29T10:08:15.830Z
O00415-1,C00415,first415.last415@demo-brand01.com,+1-555-010415,92.96,USD,store,pending,2025-11-21T10:08:15.830Z
O00416-1,C00416,first416.last416@demo-brand01.com,+1-555-010416,131.59,USD,store,completed,2025-10-09T10:08:15.830Z
O00416-2,C00416,first416.last416@demo-brand01.com,+1-555-010416,96.25,USD,app,pending,2025-11-27T10:08:15.830Z
O00417-1,C00417,first417.last417@demo-brand01.com,+1-555-010417,33.50,USD,store,refunded,2025-10-25T10:08:15.830Z
O00417-2,C00417,first417.last417@demo-brand01.com,+1-555-010417,49.98,USD,web,refunded,2025-10-28T10:08:15.830Z
O00418-1,C00418,first418.last418@demo-brand01.com,+1-555-010418,80.09,USD,app,pending,2025-10-16T10:08:15.830Z
O00419-1,C00419,first419.last419@demo-brand01.com,+1-555-010419,39.88,USD,web,pending,2025-10-20T10:08:15.830Z
O00420-1,C00420,first420.last420@demo-brand01.com,+1-555-010420,189.24,USD,app,pending,2025-11-11T10:08:15.830Z
O00420-2,C00420,first420.last420@demo-brand01.com,+1-555-010420,153.07,USD,app,refunded,2025-11-04T10:08:15.830Z
O00421-1,C00421,first421.last421@demo-brand01.com,+1-555-010421,31.79,USD,web,completed,2025-11-28T10:08:15.830Z
O00422-1,C00422,first422.last422@demo-brand01.com,+1-555-010422,147.63,USD,app,completed,2025-10-10T10:08:15.830Z
O00422-2,C00422,first422.last422@demo-brand01.com,+1-555-010422,62.77,USD,app,pending,2025-12-05T10:08:15.830Z
O00423-1,C00423,first423.last423@demo-brand01.com,+1-555-010423,34.11,USD,web,refunded,2025-12-03T10:08:15.830Z
O00423-2,C00423,first423.last423@demo-brand01.com,+1-555-010423,30.61,USD,app,pending,2025-10-26T10:08:15.830Z
O00424-1,C00424,first424.last424@demo-brand01.com,+1-555-010424,113.55,USD,store,refunded,2025-11-16T10:08:15.830Z
O00425-1,C00425,first425.last425@demo-brand01.com,+1-555-010425,149.26,USD,store,completed,2025-10-21T10:08:15.830Z
O00425-2,C00425,first425.last425@demo-brand01.com,+1-555-010425,24.95,USD,app,refunded,2025-10-26T10:08:15.830Z
O00426-1,C00426,first426.last426@demo-brand01.com,+1-555-010426,187.17,USD,store,completed,2025-11-19T10:08:15.830Z
O00426-2,C00426,first426.last426@demo-brand01.com,+1-555-010426,65.07,USD,app,completed,2025-11-10T10:08:15.830Z
O00427-1,C00427,first427.last427@demo-brand01.com,+1-555-010427,60.89,USD,store,pending,2025-10-20T10:08:15.830Z
O00427-2,C00427,first427.last427@demo-brand01.com,+1-555-010427,75.44,USD,app,refunded,2025-12-03T10:08:15.830Z
O00428-1,C00428,first428.last428@demo-brand01.com,+1-555-010428,111.79,USD,web,refunded,2025-12-03T10:08:15.830Z
O00429-1,C00429,first429.last429@demo-brand01.com,+1-555-010429,27.31,USD,web,refunded,2025-10-09T10:08:15.830Z
O00429-2,C00429,first429.last429@demo-brand01.com,+1-555-010429,87.61,USD,app,completed,2025-10-22T10:08:15.830Z
O00430-1,C00430,first430.last430@demo-brand01.com,+1-555-010430,136.31,USD,store,completed,2025-10-20T10:08:15.830Z
O00431-1,C00431,first431.last431@demo-brand01.com,+1-555-010431,45.39,USD,store,completed,2025-10-14T10:08:15.830Z
O00432-1,C00432,first432.last432@demo-brand01.com,+1-555-010432,148.62,USD,app,pending,2025-10-24T10:08:15.830Z
O00432-2,C00432,first432.last432@demo-brand01.com,+1-555-010432,132.06,USD,app,completed,2025-10-30T10:08:15.830Z
O00433-1,C00433,first433.last433@demo-brand01.com,+1-555-010433,106.05,USD,app,completed,2025-10-11T10:08:15.830Z
O00433-2,C00433,first433.last433@demo-brand01.com,+1-555-010433,92.99,USD,web,completed,2025-10-12T10:08:15.830Z
O00434-1,C00434,first434.last434@demo-brand01.com,+1-555-010434,189.97,USD,web,pending,2025-12-07T10:08:15.830Z
O00434-2,C00434,first434.last434@demo-brand01.com,+1-555-010434,78.95,USD,web,pending,2025-10-20T10:08:15.830Z
O00435-1,C00435,first435.last435@demo-brand01.com,+1-555-010435,36.28,USD,app,pending,2025-11-24T10:08:15.830Z
O00436-1,C00436,first436.last436@demo-brand01.com,+1-555-010436,23.05,USD,web,refunded,2025-11-17T10:08:15.830Z
O00437-1,C00437,first437.last437@demo-brand01.com,+1-555-010437,47.80,USD,store,pending,2025-10-11T10:08:15.830Z
O00437-2,C00437,first437.last437@demo-brand01.com,+1-555-010437,36.82,USD,web,completed,2025-11-15T10:08:15.830Z
O00438-1,C00438,first438.last438@demo-brand01.com,+1-555-010438,43.86,USD,web,pending,2025-11-22T10:08:15.830Z
O00438-2,C00438,first438.last438@demo-brand01.com,+1-555-010438,66.48,USD,store,refunded,2025-11-19T10:08:15.830Z
